date,close,sp500,nasdaq100,DoeJonesIA,USDtoCNY,USDtoEUR,USDtoJPY,AnalogDevice,Jabil,Microsoft,Nidec,Qualcomm,TSMC,CPI,USA MSCI,will5000
2009-07-08T00:00:00.000Z,19.602858,879.559998,1411.530029,8178.410156,6.8328,0.7207,92.71,23.459999,6.73,22.559999,8,43.549999,9.134328,-2.097161,818.1,34.03
2009-07-09T00:00:00.000Z,19.48,882.679993,1414.97998,8183.169922,6.8318,0.7128,93.16,24.030001,6.97,22.440001,8.2,43.060001,9.412935,-2.097161,818.1,34.16
2009-07-10T00:00:00.000Z,19.788572,879.130005,1419.839966,8146.52002,6.8327,0.7177,92.54,23.950001,6.82,22.389999,8.065,43.439999,9.631841,-2.097161,818.1,34.05
2009-07-13T00:00:00.000Z,20.334286,901.049988,1447.699951,8331.679688,6.8328,0.7153,93.09,24.27,7.03,23.23,7.965,44.310001,9.641791,-2.097161,818.1,34.88
2009-07-14T00:00:00.000Z,20.324286,905.840027,1452.839966,8359.490234,6.8329,0.7159,93.64,24.18,7.24,23.110001,8,44.650002,9.771144,-2.097161,818.1,35.09
2009-07-15T00:00:00.000Z,20.982857,932.679993,1500.97998,8616.209961,6.8317,0.7089,94.18,24.940001,7.77,24.120001,8.36,46.060001,9.79,-2.097161,818.1,36.15
2009-07-16T00:00:00.000Z,21.074286,940.73999,1518.869995,8711.820313,6.8312,0.7068,93.71,25.33,8.2,24.440001,8.29,46.720001,9.85,-2.097161,818.1,36.5
2009-07-17T00:00:00.000Z,21.678572,940.380005,1527.26001,8743.94043,6.8314,0.7092,94.21,25.610001,8.16,24.290001,8.235,47.400002,9.93,-2.097161,818.1,36.46
2009-07-20T00:00:00.000Z,21.844286,951.130005,1544,8848.150391,6.8308,0.7026,94.16,25.82,8.51,24.530001,8.32,47.029999,10.06,-2.097161,818.1,36.92
2009-07-21T00:00:00.000Z,21.644285,954.580017,1553.01001,8915.94043,6.831,0.7036,93.55,25.68,8.45,24.83,8.365,47.98,9.87,-2.097161,818.1,37.02
2009-07-22T00:00:00.000Z,22.391428,954.070007,1565,8881.259766,6.8307,0.7035,93.58,26.700001,8.74,24.799999,8.39,48.450001,10.32,-2.097161,818.1,37.05
2009-07-23T00:00:00.000Z,22.545713,976.289978,1601.52002,9069.290039,6.8309,0.7063,94.96,27.389999,8.9,25.559999,8.62,47.400002,10.32,-2.097161,818.1,37.94
2009-07-24T00:00:00.000Z,22.855715,979.26001,1599.060059,9093.240234,6.8314,0.7039,94.84,27.370001,9.05,23.450001,9.025,47.349998,10.29,-2.097161,818.1,38.08
2009-07-27T00:00:00.000Z,22.87143,982.179993,1599.310059,9108.509766,6.8312,0.7019,95.17,27.52,9.07,23.110001,8.95,46.48,10.29,-2.097161,818.1,38.2
